Area Code	Cogs	Difference Between Actual and Target Profit	Date	Inventory	Margin	Market Size	Market	Marketing	记录数	Product Line	Product Type	Product	Profit	Sales	State	Target COGS	Target Margin	Target Profit	Target Sales	Total Expenses	Type
209	76	29	2012-10-01 00:00:00.000	580	111	"Major Market"	"West"	21	1	"Leaves"	"Tea"	"Earl Grey"	79	187	"California"	30	50	50	80	32	"Regular"
715	22	-40	2012-10-01 00:00:00.000	573	29	"Small Market"	"Central"	7	1	"Beans"	"Espresso"	"Decaf Espresso"	10	51	"Wisconsin"	20	50	50	70	19	"Decaf"
319	23	-32	2012-10-01 00:00:00.000	800	35	"Small Market"	"Central"	6	1	"Beans"	"Espresso"	"Caffe Mocha"	18	58	"Iowa"	20	50	50	70	17	"Regular"
959	79	4	2012-10-01 00:00:00.000	593	98	"Small Market"	"East"	30	1	"Leaves"	"Herbal Tea"	"Lemon"	34	177	"Connecticut"	40	50	30	90	64	"Decaf"
860	65	-15	2012-10-01 00:00:00.000	1053	77	"Small Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Mint"	35	142	"Connecticut"	30	50	50	80	42	"Decaf"
262	46	-10	2012-10-01 00:00:00.000	449	67	"Small Market"	"Central"	14	1	"Leaves"	"Tea"	"Darjeeling"	30	113	"Wisconsin"	20	50	40	70	37	"Regular"
715	60	0	2012-10-01 00:00:00.000	606	84	"Small Market"	"Central"	54	1	"Leaves"	"Tea"	"Earl Grey"	0	144	"Wisconsin"	40	50	0	90	84	"Regular"
206	60	17	2012-10-01 00:00:00.000	329	99	"Small Market"	"West"	18	1	"Leaves"	"Tea"	"Darjeeling"	57	159	"Washington"	20	50	40	70	42	"Regular"
773	40	-3	2012-11-01 00:00:00.000	536	52	"Major Market"	"Central"	13	1	"Leaves"	"Herbal Tea"	"Lemon"	27	92	"Illinois"	30	50	30	80	25	"Decaf"
614	36	-10	2012-11-01 00:00:00.000	862	52	"Major Market"	"Central"	10	1	"Leaves"	"Herbal Tea"	"Lemon"	30	88	"Ohio"	30	50	40	80	22	"Decaf"
617	55	-5	2012-11-01 00:00:00.000	410	69	"Major Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Lemon"	15	124	"Massachusetts"	40	50	20	90	54	"Decaf"
707	40	-3	2012-11-01 00:00:00.000	536	52	"Major Market"	"West"	13	1	"Leaves"	"Herbal Tea"	"Mint"	27	92	"California"	30	50	30	80	25	"Decaf"
352	28	-17	2012-11-01 00:00:00.000	875	42	"Major Market"	"East"	7	1	"Leaves"	"Tea"	"Darjeeling"	23	70	"Florida"	20	50	40	70	19	"Regular"
561	31	-12	2012-11-01 00:00:00.000	856	47	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Green Tea"	28	78	"Florida"	30	50	40	80	19	"Regular"
351	32	-11	2012-11-01 00:00:00.000	482	48	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Green Tea"	29	80	"Massachusetts"	30	50	40	80	19	"Regular"
650	50	7	2012-11-01 00:00:00.000	589	73	"Major Market"	"West"	14	1	"Leaves"	"Tea"	"Earl Grey"	47	123	"California"	30	50	40	80	26	"Regular"
712	0	-9	2012-11-01 00:00:00.000	387	43	"Small Market"	"Central"	0	1	"Beans"	"Espresso"	"Decaf Espresso"	31	43	"Iowa"	0	50	40	50	12	"Decaf"
505	82	-18	2012-11-01 00:00:00.000	1804	40	"Small Market"	"South"	25	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-8	122	"New Mexico"	90	50	10	140	48	"Decaf"
515	22	-24	2012-11-01 00:00:00.000	802	34	"Small Market"	"Central"	6	1	"Beans"	"Espresso"	"Caffe Mocha"	16	56	"Iowa"	20	50	40	70	18	"Regular"
505	44	-7	2012-11-01 00:00:00.000	325	62	"Small Market"	"South"	40	1	"Beans"	"Espresso"	"Caffe Mocha"	-7	106	"New Mexico"	30	50	0	80	69	"Regular"
775	33	-14	2012-11-01 00:00:00.000	243	41	"Small Market"	"West"	12	1	"Beans"	"Coffee"	"Colombian"	-4	74	"Nevada"	30	50	10	80	45	"Regular"
573	44	-8	2012-11-01 00:00:00.000	325	62	"Small Market"	"Central"	40	1	"Leaves"	"Herbal Tea"	"Chamomile"	-8	106	"Missouri"	40	50	0	90	70	"Decaf"
262	31	-13	2012-11-01 00:00:00.000	856	47	"Small Market"	"Central"	8	1	"Leaves"	"Herbal Tea"	"Lemon"	27	78	"Wisconsin"	20	50	40	70	20	"Decaf"
475	69	8	2012-11-01 00:00:00.000	1060	81	"Small Market"	"East"	21	1	"Leaves"	"Herbal Tea"	"Mint"	38	150	"Connecticut"	50	50	30	100	43	"Decaf"
262	49	13	2012-11-01 00:00:00.000	454	71	"Small Market"	"Central"	15	1	"Leaves"	"Tea"	"Darjeeling"	33	120	"Wisconsin"	40	50	20	90	38	"Regular"
206	49	4	2012-11-01 00:00:00.000	454	71	"Small Market"	"West"	15	1	"Leaves"	"Tea"	"Earl Grey"	34	120	"Washington"	30	50	30	80	37	"Regular"
970	43	-1	2012-12-01 00:00:00.000	531	56	"Major Market"	"Central"	14	1	"Beans"	"Coffee"	"Colombian"	29	99	"Colorado"	40	50	30	90	27	"Regular"
614	41	4	2012-12-01 00:00:00.000	435	60	"Major Market"	"Central"	13	1	"Beans"	"Coffee"	"Colombian"	24	101	"Ohio"	40	50	20	90	36	"Regular"
339	47	-10	2012-12-01 00:00:00.000	571	52	"Major Market"	"East"	42	1	"Beans"	"Espresso"	"Caffe Mocha"	-20	99	"Massachusetts"	40	50	-10	90	72	"Regular"
773	43	-1	2012-12-01 00:00:00.000	531	56	"Major Market"	"Central"	14	1	"Leaves"	"Herbal Tea"	"Lemon"	29	99	"Illinois"	40	50	30	90	27	"Decaf"
805	43	-1	2012-12-01 00:00:00.000	531	56	"Major Market"	"West"	14	1	"Leaves"	"Herbal Tea"	"Mint"	29	99	"California"	40	50	30	90	27	"Decaf"
303	46	-4	2012-12-01 00:00:00.000	422	57	"Major Market"	"Central"	17	1	"Leaves"	"Tea"	"Darjeeling"	6	103	"Colorado"	30	50	10	80	51	"Regular"
303	53	6	2012-12-01 00:00:00.000	1054	63	"Major Market"	"Central"	16	1	"Leaves"	"Tea"	"Earl Grey"	26	116	"Colorado"	40	50	20	90	37	"Regular"
617	33	-11	2012-12-01 00:00:00.000	870	49	"Major Market"	"East"	9	1	"Leaves"	"Tea"	"Darjeeling"	29	82	"Massachusetts"	30	50	40	80	20	"Regular"
863	34	-10	2012-12-01 00:00:00.000	863	51	"Major Market"	"East"	9	1	"Leaves"	"Tea"	"Green Tea"	30	85	"Florida"	30	50	40	80	21	"Regular"
641	0	-8	2012-12-01 00:00:00.000	344	43	"Small Market"	"Central"	0	1	"Beans"	"Espresso"	"Decaf Espresso"	32	43	"Iowa"	0	50	40	50	11	"Decaf"
225	43	7	2012-12-01 00:00:00.000	466	63	"Small Market"	"South"	13	1	"Beans"	"Espresso"	"Decaf Espresso"	27	106	"Louisiana"	30	50	20	80	36	"Decaf"
702	31	-22	2012-12-01 00:00:00.000	1009	38	"Small Market"	"West"	9	1	"Beans"	"Coffee"	"Decaf Irish Cream"	8	69	"Nevada"	30	50	30	80	30	"Decaf"
515	23	-23	2012-12-01 00:00:00.000	807	35	"Small Market"	"Central"	6	1	"Beans"	"Espresso"	"Caffe Mocha"	17	58	"Iowa"	20	50	40	70	18	"Regular"
985	41	11	2012-12-01 00:00:00.000	320	66	"Small Market"	"South"	12	1	"Beans"	"Espresso"	"Caffe Mocha"	31	107	"Louisiana"	30	50	20	80	35	"Regular"
971	46	-4	2012-12-01 00:00:00.000	422	57	"Small Market"	"West"	17	1	"Beans"	"Espresso"	"Caffe Latte"	6	103	"Oregon"	40	50	10	90	51	"Regular"
262	43	8	2012-12-01 00:00:00.000	466	63	"Small Market"	"Central"	13	1	"Leaves"	"Tea"	"Darjeeling"	28	106	"Wisconsin"	30	50	20	80	35	"Regular"
959	33	-12	2012-12-01 00:00:00.000	818	49	"Small Market"	"East"	9	1	"Leaves"	"Tea"	"Green Tea"	28	82	"Connecticut"	30	50	40	80	21	"Regular"
435	49	-4	2012-12-01 00:00:00.000	335	69	"Small Market"	"West"	44	1	"Leaves"	"Tea"	"Darjeeling"	-4	118	"Utah"	30	50	0	80	73	"Regular"
360	55	7	2012-12-01 00:00:00.000	627	76	"Small Market"	"West"	49	1	"Leaves"	"Tea"	"Green Tea"	-3	131	"Washington"	40	50	-10	90	79	"Regular"
303	39	-10	2013-10-01 00:00:00.000	541	51	"Major Market"	"Central"	12	1	"Beans"	"Coffee"	"Colombian"	40	96	"Colorado"	30	50	50	80	24	"Regular"
904	80	31	2013-10-01 00:00:00.000	1055	94	"Major Market"	"East"	24	1	"Leaves"	"Herbal Tea"	"Mint"	71	185	"Florida"	40	50	40	90	46	"Decaf"
720	54	-11	2013-10-01 00:00:00.000	404	66	"Major Market"	"Central"	20	1	"Leaves"	"Tea"	"Darjeeling"	19	128	"Colorado"	30	50	30	80	53	"Regular"
970	54	0	2013-10-01 00:00:00.000	1037	64	"Major Market"	"Central"	16	1	"Leaves"	"Tea"	"Earl Grey"	40	126	"Colorado"	30	50	40	80	37	"Regular"
978	27	-20	2013-10-01 00:00:00.000	859	39	"Major Market"	"East"	7	1	"Leaves"	"Tea"	"Darjeeling"	30	70	"Massachusetts"	20	50	50	70	19	"Regular"
626	76	67	2013-10-01 00:00:00.000	580	111	"Major Market"	"West"	21	1	"Leaves"	"Tea"	"Earl Grey"	117	199	"California"	30	50	50	80	32	"Regular"
262	22	-35	2013-10-01 00:00:00.000	573	29	"Small Market"	"Central"	7	1	"Beans"	"Espresso"	"Decaf Espresso"	15	54	"Wisconsin"	20	50	50	70	19	"Decaf"
641	23	-23	2013-10-01 00:00:00.000	800	35	"Small Market"	"Central"	6	1	"Beans"	"Espresso"	"Caffe Mocha"	27	62	"Iowa"	20	50	50	70	17	"Regular"
203	79	20	2013-10-01 00:00:00.000	593	98	"Small Market"	"East"	30	1	"Leaves"	"Herbal Tea"	"Lemon"	50	189	"Connecticut"	40	50	30	90	64	"Decaf"
203	65	2	2013-10-01 00:00:00.000	1053	77	"Small Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Mint"	52	151	"Connecticut"	30	50	50	80	42	"Decaf"
262	46	5	2013-10-01 00:00:00.000	449	67	"Small Market"	"Central"	14	1	"Leaves"	"Tea"	"Darjeeling"	45	120	"Wisconsin"	20	50	40	70	37	"Regular"
262	60	0	2013-10-01 00:00:00.000	606	84	"Small Market"	"Central"	54	1	"Leaves"	"Tea"	"Earl Grey"	0	153	"Wisconsin"	40	50	0	90	84	"Regular"
425	60	45	2013-10-01 00:00:00.000	329	99	"Small Market"	"West"	18	1	"Leaves"	"Tea"	"Darjeeling"	85	169	"Washington"	20	50	40	70	42	"Regular"
312	40	10	2013-11-01 00:00:00.000	536	52	"Major Market"	"Central"	13	1	"Leaves"	"Herbal Tea"	"Lemon"	40	98	"Illinois"	30	50	30	80	25	"Decaf"
419	36	5	2013-11-01 00:00:00.000	862	52	"Major Market"	"Central"	10	1	"Leaves"	"Herbal Tea"	"Lemon"	45	94	"Ohio"	30	50	40	80	22	"Decaf"
857	55	2	2013-11-01 00:00:00.000	410	69	"Major Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Lemon"	22	132	"Massachusetts"	40	50	20	90	54	"Decaf"
323	40	10	2013-11-01 00:00:00.000	536	52	"Major Market"	"West"	13	1	"Leaves"	"Herbal Tea"	"Mint"	40	98	"California"	30	50	30	80	25	"Decaf"
352	28	-6	2013-11-01 00:00:00.000	875	42	"Major Market"	"East"	7	1	"Leaves"	"Tea"	"Darjeeling"	34	75	"Florida"	20	50	40	70	19	"Regular"
904	31	2	2013-11-01 00:00:00.000	856	47	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Green Tea"	42	83	"Florida"	30	50	40	80	19	"Regular"
978	32	3	2013-11-01 00:00:00.000	482	48	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Green Tea"	43	85	"Massachusetts"	30	50	40	80	19	"Regular"
760	50	30	2013-11-01 00:00:00.000	589	73	"Major Market"	"West"	14	1	"Leaves"	"Tea"	"Earl Grey"	70	131	"California"	30	50	40	80	26	"Regular"
515	0	6	2013-11-01 00:00:00.000	387	43	"Small Market"	"Central"	0	1	"Beans"	"Espresso"	"Decaf Espresso"	46	46	"Iowa"	0	50	40	50	12	"Decaf"
505	82	-22	2013-11-01 00:00:00.000	1804	40	"Small Market"	"South"	25	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-12	130	"New Mexico"	90	50	10	140	48	"Decaf"
515	22	-16	2013-11-01 00:00:00.000	802	34	"Small Market"	"Central"	6	1	"Beans"	"Espresso"	"Caffe Mocha"	24	60	"Iowa"	20	50	40	70	18	"Regular"
505	44	-10	2013-11-01 00:00:00.000	325	62	"Small Market"	"South"	40	1	"Beans"	"Espresso"	"Caffe Mocha"	-10	113	"New Mexico"	30	50	0	80	69	"Regular"
775	33	-16	2013-11-01 00:00:00.000	243	41	"Small Market"	"West"	12	1	"Beans"	"Coffee"	"Colombian"	-6	79	"Nevada"	30	50	10	80	45	"Regular"
314	44	-12	2013-11-01 00:00:00.000	325	62	"Small Market"	"Central"	40	1	"Leaves"	"Herbal Tea"	"Chamomile"	-12	113	"Missouri"	40	50	0	90	70	"Decaf"
715	31	0	2013-11-01 00:00:00.000	856	47	"Small Market"	"Central"	8	1	"Leaves"	"Herbal Tea"	"Lemon"	40	83	"Wisconsin"	20	50	40	70	20	"Decaf"
959	69	26	2013-11-01 00:00:00.000	1060	81	"Small Market"	"East"	21	1	"Leaves"	"Herbal Tea"	"Mint"	56	160	"Connecticut"	50	50	30	100	43	"Decaf"
715	49	29	2013-11-01 00:00:00.000	454	71	"Small Market"	"Central"	15	1	"Leaves"	"Tea"	"Darjeeling"	49	128	"Wisconsin"	40	50	20	90	38	"Regular"
206	49	20	2013-11-01 00:00:00.000	454	71	"Small Market"	"West"	15	1	"Leaves"	"Tea"	"Earl Grey"	50	128	"Washington"	30	50	30	80	37	"Regular"
970	43	13	2013-12-01 00:00:00.000	531	56	"Major Market"	"Central"	14	1	"Beans"	"Coffee"	"Colombian"	43	106	"Colorado"	40	50	30	90	27	"Regular"
330	41	16	2013-12-01 00:00:00.000	435	60	"Major Market"	"Central"	13	1	"Beans"	"Coffee"	"Colombian"	36	108	"Ohio"	40	50	20	90	36	"Regular"
978	47	-20	2013-12-01 00:00:00.000	571	52	"Major Market"	"East"	42	1	"Beans"	"Espresso"	"Caffe Mocha"	-30	106	"Massachusetts"	40	50	-10	90	72	"Regular"
312	43	13	2013-12-01 00:00:00.000	531	56	"Major Market"	"Central"	14	1	"Leaves"	"Herbal Tea"	"Lemon"	43	106	"Illinois"	40	50	30	90	27	"Decaf"
323	43	13	2013-12-01 00:00:00.000	531	56	"Major Market"	"West"	14	1	"Leaves"	"Herbal Tea"	"Mint"	43	106	"California"	40	50	30	90	27	"Decaf"
303	46	-1	2013-12-01 00:00:00.000	422	57	"Major Market"	"Central"	17	1	"Leaves"	"Tea"	"Darjeeling"	9	110	"Colorado"	30	50	10	80	51	"Regular"
970	53	19	2013-12-01 00:00:00.000	1054	63	"Major Market"	"Central"	16	1	"Leaves"	"Tea"	"Earl Grey"	39	124	"Colorado"	40	50	20	90	37	"Regular"
978	33	3	2013-12-01 00:00:00.000	870	49	"Major Market"	"East"	9	1	"Leaves"	"Tea"	"Darjeeling"	43	87	"Massachusetts"	30	50	40	80	20	"Regular"
321	34	5	2013-12-01 00:00:00.000	863	51	"Major Market"	"East"	9	1	"Leaves"	"Tea"	"Green Tea"	45	91	"Florida"	30	50	40	80	21	"Regular"
563	0	7	2013-12-01 00:00:00.000	344	43	"Small Market"	"Central"	0	1	"Beans"	"Espresso"	"Decaf Espresso"	47	46	"Iowa"	0	50	40	50	11	"Decaf"
318	43	20	2013-12-01 00:00:00.000	466	63	"Small Market"	"South"	13	1	"Beans"	"Espresso"	"Decaf Espresso"	40	113	"Louisiana"	30	50	20	80	36	"Decaf"
775	31	-18	2013-12-01 00:00:00.000	1009	38	"Small Market"	"West"	9	1	"Beans"	"Coffee"	"Decaf Irish Cream"	12	74	"Nevada"	30	50	30	80	30	"Decaf"
515	23	-15	2013-12-01 00:00:00.000	807	35	"Small Market"	"Central"	6	1	"Beans"	"Espresso"	"Caffe Mocha"	25	62	"Iowa"	20	50	40	70	18	"Regular"
225	41	26	2013-12-01 00:00:00.000	320	66	"Small Market"	"South"	12	1	"Beans"	"Espresso"	"Caffe Mocha"	46	114	"Louisiana"	30	50	20	80	35	"Regular"
971	46	-1	2013-12-01 00:00:00.000	422	57	"Small Market"	"West"	17	1	"Beans"	"Espresso"	"Caffe Latte"	9	110	"Oregon"	40	50	10	90	51	"Regular"
262	43	22	2013-12-01 00:00:00.000	466	63	"Small Market"	"Central"	13	1	"Leaves"	"Tea"	"Darjeeling"	42	113	"Wisconsin"	30	50	20	80	35	"Regular"
959	33	2	2013-12-01 00:00:00.000	818	49	"Small Market"	"East"	9	1	"Leaves"	"Tea"	"Green Tea"	42	87	"Connecticut"	30	50	40	80	21	"Regular"
435	49	-6	2013-12-01 00:00:00.000	335	69	"Small Market"	"West"	44	1	"Leaves"	"Tea"	"Darjeeling"	-6	126	"Utah"	30	50	0	80	73	"Regular"
509	55	6	2013-12-01 00:00:00.000	627	76	"Small Market"	"West"	49	1	"Leaves"	"Tea"	"Green Tea"	-4	140	"Washington"	40	50	-10	90	79	"Regular"
630	39	-13	2012-10-01 00:00:00.000	541	51	"Major Market"	"Central"	12	1	"Leaves"	"Herbal Tea"	"Lemon"	27	90	"Illinois"	20	40	40	60	24	"Decaf"
209	39	-14	2012-10-01 00:00:00.000	541	51	"Major Market"	"West"	12	1	"Leaves"	"Herbal Tea"	"Mint"	26	90	"California"	20	40	40	60	25	"Decaf"
505	86	-36	2012-10-01 00:00:00.000	1698	23	"Small Market"	"South"	26	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-26	109	"New Mexico"	110	40	10	150	49	"Decaf"
318	46	-10	2012-10-01 00:00:00.000	449	67	"Small Market"	"South"	14	1	"Beans"	"Espresso"	"Decaf Espresso"	30	113	"Louisiana"	20	40	40	60	37	"Decaf"
515	31	-23	2012-10-01 00:00:00.000	1000	37	"Small Market"	"Central"	9	1	"Beans"	"Coffee"	"Colombian"	7	68	"Iowa"	20	40	30	60	30	"Regular"
505	45	-16	2012-10-01 00:00:00.000	320	64	"Small Market"	"South"	41	1	"Beans"	"Espresso"	"Caffe Mocha"	-6	109	"New Mexico"	20	40	10	60	70	"Regular"
801	32	-12	2012-10-01 00:00:00.000	833	47	"Small Market"	"West"	8	1	"Beans"	"Espresso"	"Caffe Latte"	28	79	"Utah"	20	40	40	60	19	"Regular"
505	31	-24	2012-10-01 00:00:00.000	1000	37	"Small Market"	"South"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	6	68	"New Mexico"	10	40	30	50	31	"Decaf"
636	39	-17	2012-10-01 00:00:00.000	244	53	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Darjeeling"	13	92	"Missouri"	20	40	30	60	40	"Regular"
959	24	-22	2012-10-01 00:00:00.000	806	36	"Small Market"	"East"	6	1	"Leaves"	"Tea"	"Green Tea"	18	60	"Connecticut"	20	40	40	60	18	"Regular"
603	0	-8	2012-10-01 00:00:00.000	430	43	"Small Market"	"East"	0	1	"Leaves"	"Tea"	"Green Tea"	32	43	"New Hampshire"	0	40	40	40	11	"Regular"
801	45	-26	2012-10-01 00:00:00.000	320	64	"Small Market"	"West"	41	1	"Leaves"	"Tea"	"Darjeeling"	-6	109	"Utah"	10	40	20	50	70	"Regular"
206	60	-10	2012-10-01 00:00:00.000	606	84	"Small Market"	"West"	54	1	"Leaves"	"Tea"	"Green Tea"	0	144	"Washington"	20	40	10	60	84	"Regular"
937	32	-1	2012-11-01 00:00:00.000	482	48	"Major Market"	"Central"	8	1	"Leaves"	"Herbal Tea"	"Chamomile"	29	80	"Ohio"	30	40	30	70	19	"Decaf"
407	54	3	2012-11-01 00:00:00.000	391	67	"Major Market"	"East"	20	1	"Leaves"	"Herbal Tea"	"Lemon"	13	121	"Florida"	40	40	10	80	54	"Decaf"
715	22	-19	2012-11-01 00:00:00.000	570	30	"Small Market"	"Central"	7	1	"Beans"	"Espresso"	"Decaf Espresso"	11	52	"Wisconsin"	20	40	30	60	19	"Decaf"
505	35	-12	2012-11-01 00:00:00.000	248	47	"Small Market"	"South"	11	1	"Beans"	"Espresso"	"Decaf Espresso"	8	82	"New Mexico"	20	40	20	60	39	"Decaf"
775	29	-15	2012-11-01 00:00:00.000	1003	35	"Small Market"	"West"	8	1	"Beans"	"Coffee"	"Decaf Irish Cream"	5	64	"Nevada"	30	40	20	70	30	"Decaf"
563	29	-15	2012-11-01 00:00:00.000	1003	35	"Small Market"	"Central"	8	1	"Beans"	"Coffee"	"Colombian"	5	64	"Iowa"	20	40	20	60	30	"Regular"
603	34	-3	2012-11-01 00:00:00.000	211	42	"Small Market"	"East"	12	1	"Beans"	"Espresso"	"Regular Espresso"	-3	76	"New Hampshire"	30	40	0	70	45	"Regular"
918	32	-1	2012-11-01 00:00:00.000	482	48	"Small Market"	"South"	8	1	"Beans"	"Espresso"	"Caffe Mocha"	29	80	"Oklahoma"	20	40	30	60	19	"Regular"
775	0	1	2012-11-01 00:00:00.000	387	43	"Small Market"	"West"	0	1	"Beans"	"Espresso"	"Caffe Latte"	31	43	"Nevada"	0	40	30	40	12	"Regular"
435	33	-3	2012-11-01 00:00:00.000	836	48	"Small Market"	"West"	9	1	"Beans"	"Espresso"	"Caffe Latte"	27	81	"Utah"	30	40	30	70	21	"Regular"
573	82	-9	2012-11-01 00:00:00.000	1804	40	"Small Market"	"Central"	25	1	"Leaves"	"Herbal Tea"	"Lemon"	-9	122	"Missouri"	70	40	0	110	49	"Decaf"
801	82	-8	2012-11-01 00:00:00.000	1804	40	"Small Market"	"West"	25	1	"Leaves"	"Herbal Tea"	"Mint"	-8	122	"Utah"	70	40	0	110	48	"Decaf"
417	35	-1	2012-11-01 00:00:00.000	248	47	"Small Market"	"Central"	11	1	"Leaves"	"Tea"	"Darjeeling"	9	82	"Missouri"	20	40	10	60	38	"Regular"
636	34	-3	2012-11-01 00:00:00.000	211	42	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Earl Grey"	-3	76	"Missouri"	20	40	0	60	45	"Regular"
314	33	-4	2012-11-01 00:00:00.000	243	41	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Green Tea"	-4	74	"Missouri"	20	40	0	60	45	"Regular"
603	0	2	2012-11-01 00:00:00.000	387	43	"Small Market"	"East"	0	1	"Leaves"	"Tea"	"Green Tea"	32	43	"New Hampshire"	0	40	30	40	11	"Regular"
435	44	3	2012-11-01 00:00:00.000	325	62	"Small Market"	"West"	40	1	"Leaves"	"Tea"	"Darjeeling"	-7	106	"Utah"	30	40	-10	70	69	"Regular"
937	29	-5	2012-12-01 00:00:00.000	490	44	"Major Market"	"Central"	8	1	"Leaves"	"Herbal Tea"	"Chamomile"	25	73	"Ohio"	20	40	30	60	19	"Decaf"
330	33	-1	2012-12-01 00:00:00.000	870	49	"Major Market"	"Central"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	29	82	"Ohio"	30	40	30	70	20	"Decaf"
508	46	-3	2012-12-01 00:00:00.000	422	57	"Major Market"	"East"	17	1	"Leaves"	"Herbal Tea"	"Lemon"	7	103	"Massachusetts"	30	40	10	70	50	"Decaf"
813	30	-4	2012-12-01 00:00:00.000	882	45	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Darjeeling"	26	75	"Florida"	30	40	30	70	19	"Regular"
857	29	-5	2012-12-01 00:00:00.000	490	44	"Major Market"	"East"	8	1	"Leaves"	"Tea"	"Green Tea"	25	73	"Massachusetts"	30	40	30	70	19	"Regular"
262	24	-17	2012-12-01 00:00:00.000	567	32	"Small Market"	"Central"	7	1	"Beans"	"Espresso"	"Decaf Espresso"	13	56	"Wisconsin"	30	40	30	70	19	"Decaf"
702	0	1	2012-12-01 00:00:00.000	344	43	"Small Market"	"West"	0	1	"Beans"	"Espresso"	"Caffe Latte"	31	43	"Nevada"	0	40	30	40	12	"Regular"
435	31	-4	2012-12-01 00:00:00.000	844	46	"Small Market"	"West"	8	1	"Beans"	"Espresso"	"Caffe Latte"	26	77	"Utah"	30	40	30	70	20	"Regular"
715	34	0	2012-12-01 00:00:00.000	863	51	"Small Market"	"Central"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	30	85	"Wisconsin"	30	40	30	70	21	"Decaf"
603	39	-8	2012-12-01 00:00:00.000	250	49	"Small Market"	"East"	14	1	"Leaves"	"Herbal Tea"	"Lemon"	2	88	"New Hampshire"	20	40	10	60	47	"Decaf"
505	31	-13	2012-12-01 00:00:00.000	1009	38	"Small Market"	"South"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	7	69	"New Mexico"	20	40	20	60	31	"Decaf"
573	38	1	2012-12-01 00:00:00.000	256	51	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Darjeeling"	11	89	"Missouri"	30	40	10	70	40	"Regular"
636	39	2	2012-12-01 00:00:00.000	250	49	"Small Market"	"Central"	14	1	"Leaves"	"Tea"	"Green Tea"	2	88	"Missouri"	30	40	0	70	47	"Regular"
603	0	2	2012-12-01 00:00:00.000	344	43	"Small Market"	"East"	0	1	"Leaves"	"Tea"	"Green Tea"	32	43	"New Hampshire"	0	40	30	40	11	"Regular"
509	41	10	2012-12-01 00:00:00.000	320	66	"Small Market"	"West"	12	1	"Leaves"	"Tea"	"Darjeeling"	30	107	"Washington"	30	40	20	70	36	"Regular"
801	38	2	2012-12-01 00:00:00.000	256	51	"Small Market"	"West"	12	1	"Leaves"	"Tea"	"Earl Grey"	12	89	"Utah"	20	40	10	60	39	"Regular"
509	43	8	2012-12-01 00:00:00.000	466	63	"Small Market"	"West"	13	1	"Leaves"	"Tea"	"Earl Grey"	28	106	"Washington"	30	40	20	70	35	"Regular"
312	39	0	2013-10-01 00:00:00.000	541	51	"Major Market"	"Central"	12	1	"Leaves"	"Herbal Tea"	"Lemon"	40	96	"Illinois"	20	40	40	60	24	"Decaf"
530	39	-1	2013-10-01 00:00:00.000	541	51	"Major Market"	"West"	12	1	"Leaves"	"Herbal Tea"	"Mint"	39	96	"California"	20	40	40	60	25	"Decaf"
505	86	-49	2013-10-01 00:00:00.000	1698	23	"Small Market"	"South"	26	1	"Beans"	"Coffee"	"Decaf Irish Cream"	-39	116	"New Mexico"	110	40	10	150	49	"Decaf"
318	46	5	2013-10-01 00:00:00.000	449	67	"Small Market"	"South"	14	1	"Beans"	"Espresso"	"Decaf Espresso"	45	120	"Louisiana"	20	40	40	60	37	"Decaf"
515	31	-20	2013-10-01 00:00:00.000	1000	37	"Small Market"	"Central"	9	1	"Beans"	"Coffee"	"Colombian"	10	72	"Iowa"	20	40	30	60	30	"Regular"
505	45	-19	2013-10-01 00:00:00.000	320	64	"Small Market"	"South"	41	1	"Beans"	"Espresso"	"Caffe Mocha"	-9	116	"New Mexico"	20	40	10	60	70	"Regular"
435	32	2	2013-10-01 00:00:00.000	833	47	"Small Market"	"West"	8	1	"Beans"	"Espresso"	"Caffe Latte"	42	84	"Utah"	20	40	40	60	19	"Regular"
505	31	-21	2013-10-01 00:00:00.000	1000	37	"Small Market"	"South"	9	1	"Leaves"	"Herbal Tea"	"Lemon"	9	72	"New Mexico"	10	40	30	50	31	"Decaf"
314	39	-11	2013-10-01 00:00:00.000	244	53	"Small Market"	"Central"	12	1	"Leaves"	"Tea"	"Darjeeling"	19	98	"Missouri"	20	40	30	60	40	"Regular"
